地图,pair索引,起点X,起点Y,起点Yaw,终点X,终点Y,终点Yaw,直线距离
map_0000_seed_5999483176752387165,0,11.488915324048117,11.27916937523442,0.0,41.27100074453127,13.244843291516938,0.0,29.846884023933033
map_0000_seed_5999483176752387165,1,5.0720258218406835,4.788927519997919,0.0,38.18657039009363,17.304155343295935,0.0,35.40062131420667
map_0000_seed_5999483176752387165,2,29.030601009152008,11.381013277814715,0.0,6.8129207472587066,26.258725774481356,0.0,26.738953707151556
map_0000_seed_5999483176752387165,3,13.034080947265414,6.7698821193270415,0.0,38.282680302235,19.16622664822626,0.0,28.127586584471484
map_0000_seed_5999483176752387165,4,4.281222412722908,10.853715897689865,0.0,41.19757602079052,15.014699803632729,0.0,37.150113738471944
map_0000_seed_5999483176752387165,5,41.63760637081283,18.199888558140653,0.0,13.87358719763027,3.478599602366886,0.0,31.425421384099774
map_0000_seed_5999483176752387165,6,11.870189510867805,5.342701540876011,0.0,36.27602524145286,23.948339113094654,0.0,30.688997493842255
map_0000_seed_5999483176752387165,7,36.993313358333616,23.934746972730686,0.0,7.151375254588373,3.2011016726094574,0.0,36.337657013338124
map_0000_seed_5999483176752387165,8,19.83155578328867,3.1303497767177566,0.0,36.9876592671877,24.573246271577414,0.0,27.461421974098812
map_0000_seed_5999483176752387165,9,5.384234165560105,26.18440791025455,0.0,36.98867654429873,17.05763804451119,0.0,32.89587673635179
