地图,pair索引,起点X,起点Y,起点Yaw,终点X,终点Y,终点Yaw,直线距离
map_0000_seed_385493199789511627,0,26.497909766902477,25.27814822062716,0.0,8.94139858401127,5.034051741085051,0.0,26.796539462923064
map_0000_seed_385493199789511627,1,23.667438035661306,6.089401878516169,0.0,40.23132003857868,26.315678386921117,0.0,26.14315299272496
map_0000_seed_385493199789511627,2,6.052047016631502,6.356583663737158,0.0,28.257513746231293,26.798437023465382,0.0,30.181983391752027
map_0000_seed_385493199789511627,3,29.342403518161756,5.2911158157411755,0.0,3.9798895824301495,8.6283318436025,0.0,25.58112827763456
map_0000_seed_385493199789511627,4,20.555906219346,25.039066941115003,0.0,6.972033112570614,3.4268390872254253,0.0,25.52665276508881
map_0000_seed_385493199789511627,5,5.82110285039432,7.9414673477778965,0.0,39.3455755091541,26.81933722023808,0.0,38.47420223954581
map_0000_seed_385493199789511627,6,12.938502636613418,3.1601061174949123,0.0,40.230887778756916,25.135382291923477,0.0,35.03979237509125
map_0000_seed_385493199789511627,7,41.66189148402417,26.727132500904492,0.0,3.3881938317331315,7.355546327258082,0.0,42.89678639317865
map_0000_seed_385493199789511627,8,38.924518693576644,25.617010056848454,0.0,11.704345412677535,5.8608285925606465,0.0,33.63397894231432
map_0000_seed_385493199789511627,9,3.3380720286082646,6.3826068280051445,0.0,21.98195674238519,26.736489864651347,0.0,27.602083107803278
