地图,pair索引,起点X,起点Y,起点Yaw,终点X,终点Y,终点Yaw,直线距离
map_0002_seed_6373849475244374403,0,7.623308743701908,5.9750542253951515,0.0,39.223388253475065,14.887142347126058,0.0,32.83276320557687
map_0002_seed_6373849475244374403,1,5.252529548775991,3.787428742824587,0.0,36.19152512053372,3.0056425633559405,0.0,30.948871330303025
map_0002_seed_6373849475244374403,2,40.518692268029206,13.766975860157002,0.0,4.941307697125649,5.521529623538032,0.0,36.520373444790245
map_0002_seed_6373849475244374403,3,14.640118162055554,23.39797059971555,0.0,32.89056424439639,3.7633719005587274,0.0,26.8066455992047
map_0002_seed_6373849475244374403,4,12.995950238315162,24.75442475812912,0.0,38.72991454622828,18.008085618644575,0.0,26.603571391561086
map_0002_seed_6373849475244374403,5,16.6600452791392,4.800900803653903,0.0,40.187954079815135,16.31849234758868,0.0,26.195751707210885
map_0002_seed_6373849475244374403,6,3.1270812997747424,6.9624158931968045,0.0,30.44899295379153,3.7933581547436646,0.0,27.505086500128446
map_0002_seed_6373849475244374403,7,40.04148841761022,17.555518654597428,0.0,16.02221917389164,9.645223967958735,0.0,25.288298816482488
map_0002_seed_6373849475244374403,8,31.234757408210275,21.01914072746425,0.0,4.645818436107808,3.855702366567643,0.0,31.64735837365398
map_0002_seed_6373849475244374403,9,38.86717588131471,11.492670907677116,0.0,13.957620322328523,18.585188595531747,0.0,25.899609365755893
