地图,pair索引,起点X,起点Y,起点Yaw,终点X,终点Y,终点Yaw,直线距离
map_0001_seed_6351888280968124740,0,10.77795648855474,13.455586417141074,0.0,38.681988141850965,17.48555178967271,0.0,28.193538327282756
map_0001_seed_6351888280968124740,1,34.701631958334055,16.36933145022172,0.0,3.4347035426245935,14.5689662452046,0.0,31.318718483113834
map_0001_seed_6351888280968124740,2,37.22126441969159,17.37302626631947,0.0,11.58350115214441,13.808606634434526,0.0,25.88435806959405
map_0001_seed_6351888280968124740,3,7.9553373174177615,21.770809620430438,0.0,37.38990873857709,17.40235486730063,0.0,29.756972152379213
map_0001_seed_6351888280968124740,4,30.58266827436704,12.783228219953358,0.0,5.366859090671524,17.06067694203501,0.0,25.576035665415016
map_0001_seed_6351888280968124740,5,4.302707219880825,16.527394255260155,0.0,33.05295038999143,15.301242642847352,0.0,28.776377988153996
map_0001_seed_6351888280968124740,6,5.209992257230681,16.93432205610927,0.0,40.69581496472993,17.530527232527657,0.0,35.49083084178866
map_0001_seed_6351888280968124740,7,41.72614529774655,19.802301149508764,0.0,3.7193245158161323,17.754029636201988,0.0,38.06197370266027
map_0001_seed_6351888280968124740,8,7.389074357660248,21.78720009541825,0.0,31.2854560975102,13.720247552223128,0.0,25.22127640685135
map_0001_seed_6351888280968124740,9,31.19147108931504,26.505708412567017,0.0,7.776969165347566,15.301158124362615,0.0,25.957288909059397
