地图,pair索引,起点X,起点Y,起点Yaw,终点X,终点Y,终点Yaw,直线距离
map_0002_seed_7002187067904103436,0,36.11693534431847,14.842146979165701,0.0,4.276217176701907,13.513129721687328,0.0,31.868442388988246
map_0002_seed_7002187067904103436,1,5.662920362590563,15.255031855027838,0.0,37.14988123642651,11.991190595173665,0.0,31.65566876311417
map_0002_seed_7002187067904103436,2,39.020176195506,15.415806769716472,0.0,15.56528937706705,3.500280901718865,0.0,26.308011562577306
map_0002_seed_7002187067904103436,3,3.170544374103044,7.199468092609924,0.0,30.251864937583704,11.561477840883018,0.0,27.43036734179894
map_0002_seed_7002187067904103436,4,38.96039721332445,16.929165418346262,0.0,4.5036428077739155,8.209613586750798,0.0,35.542910802413274
map_0002_seed_7002187067904103436,5,3.9704605670532915,25.06322037082786,0.0,31.577400194641804,11.882133559540675,0.0,30.59222393236566
map_0002_seed_7002187067904103436,6,39.124989566667914,13.548215358077357,0.0,6.301122795377295,18.59904332004873,0.0,33.210195617022016
map_0002_seed_7002187067904103436,7,13.431258409165313,24.00883821452974,0.0,34.9917259724204,10.35124096843397,0.0,25.522220202849464
map_0002_seed_7002187067904103436,8,33.50912862568004,26.854049374579915,0.0,8.03833498209503,22.067085124165658,0.0,25.916719614350015
map_0002_seed_7002187067904103436,9,4.871435573165677,22.65714487661191,0.0,36.747061006758,14.007912536130867,0.0,33.02824120146728
