地图,pair索引,起点X,起点Y,起点Yaw,终点X,终点Y,终点Yaw,直线距离
map_0002_seed_6166301871256227967,0,4.747317722049773,25.540103067835624,0.0,31.545132040088724,23.558390020031023,0.0,26.870988795128707
map_0002_seed_6166301871256227967,1,3.4908632620995905,26.880748363708182,0.0,29.465794154281873,4.590383159608663,0.0,34.22802091541046
map_0002_seed_6166301871256227967,2,33.339186565077654,23.66585881214608,0.0,4.849890667473501,10.051640200056248,0.0,31.575099828171847
map_0002_seed_6166301871256227967,3,6.3964875341547,26.207393719702353,0.0,34.9642894064504,19.804676115331873,0.0,29.276511003465853
map_0002_seed_6166301871256227967,4,6.022828575338227,10.2451017556481,0.0,32.8566384615571,26.633419100343183,0.0,31.44249192414894
map_0002_seed_6166301871256227967,5,8.149378641175854,10.040879975383449,0.0,40.63423830300971,3.747612285030481,0.0,33.08883989310415
map_0002_seed_6166301871256227967,6,31.536195854183386,14.127455377073336,0.0,6.200269466915023,25.91669594023448,0.0,27.94450498679777
map_0002_seed_6166301871256227967,7,33.18961542580878,25.663729974041836,0.0,3.0964470636777173,23.08354789249867,0.0,30.20357796098804
map_0002_seed_6166301871256227967,8,9.144427124686095,10.052615084758454,0.0,32.77208211379406,20.409542983165018,0.0,25.79790758525022
map_0002_seed_6166301871256227967,9,41.71311684704725,3.077536266741281,0.0,3.459904591637048,20.010120867388544,0.0,41.833248369156586
